date,description,Source_Name,bias,source,link,Image_link,main_headline,text,text_len
2022-06-09T06:02:27-07:00,The New York Times could not have been more unseemly in its table-setting piece about the January 6 committee’s extravaganza scheduled to begin tonight: The Gray Lady has her pom-poms out because the Democrat-dominated panel is producing a prime-time television special that will masquerade as a bipartisan congressional hearing.,Trump Indictment Could Be a 2024 Cash Cow,Center,https://www.allsides.com/news/2022-06-09-0602/january-6-committee-s-futile-prime-time-political-ad,nationalreview,https://www.allsides.com/sites/default/files/january-6-committee-members-1.jpg,The January 6 Committee’s Futile Prime-Time Political Ad,"OPINION
The New York Times could not have been more unseemly in its table-setting piece about the January 6 committee’s extravaganza scheduled to begin tonight: The Gray Lady has her pom-poms out because the Democrat-dominated panel is producing a prime-time television special that will masquerade as a bipartisan congressional hearing.
The hearings could better be understood as a 90-minute political ad, slickly produced by a former top ABC executive. Their objective is unabashedly partisan: Break the spell of soaring prices and woke-progressive failure that has Democrats careening into a midterm rout that would cost them control...",639
2022-07-20T12:44:42-07:00,"Joe Biden has won the U.S. presidential election. But as final vote counts in some states continue, Republican politicians, partisan activists, conspiracy theorists, and others are exploiting public uncertainty and anxiety to attempt to delegitimize the election results.",Police surround NY Courthouse and DC Capitol in case of Trump arrest,Center,https://www.allsides.com/news/2020-11-10-1027/five-types-misinformation-watch-out-while-ballots-are-being-counted-and-after,niemanlab,https://www.allsides.com/sites/default/files/mail-in-ballot-cc-1536x1024.jpg,Five types of misinformation to watch out for while ballots are being counted - and after,"Joe Biden has won the U.S. presidential election. But as final vote counts in some states continue, Republican politicians, partisan activists, conspiracy theorists, and others are exploiting public uncertainty and anxiety to attempt to delegitimize the election results.
A growing number of narratives alleging electoral wrongdoing have been spreading on social media, shared through millions of tweets, Facebook posts and TikTok videos, often using hashtags like #riggedelection and #StopTheSteal. These types of narratives rely on “evidence” of ballots that are lost or found after the election, dubious statistics, misleading videos...",639
2022-10-06T07:33:05-07:00,"That Donald Trump files frivolous lawsuits aimed at intimidating his critics and rallying his supporters is not something that’s in any legitimate dispute. Over and over, his lawsuits have failed in court — particularly when the target has been election results or media companies.",ANALYSIS: A Cynical and Political Looming Prosecution,Right,https://www.allsides.com/news/2022-10-06-0733/justice-one-trump-s-flimsiest-lawsuits-yet,washingtonpost,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,One of Trump’s flimsiest lawsuits yet,"ANALYSIS
That Donald Trump files frivolous lawsuits aimed at intimidating his critics and rallying his supporters is not something that’s in any legitimate dispute. Over and over, his lawsuits have failed in court — particularly when the target has been election results or media companies.
Last month, a federal judge roundly rejected another of the former president’s lawsuits — this one against Hillary Clinton — labeling it “a two-hundred-page political manifesto” rather than a serious claim. The judge also cited the “audacity of Plaintiff’s legal theories and the manner in which they clearly contravene binding...",621
2023-03-23T06:04:25-07:00,"Former President Donald Trump knows his base better than anyone. He should understand that his words in the past have been followed by acts of violence by some supporters — ranging from incidents at his campaign rallies to the January 6, 2021, attack on the US Capitol.",OPINION: The sudden turn of events that could derail Trump's indictment,Right,https://www.allsides.com/news/2023-03-23-0604/donald-trump-trump-s-risky-call-protests,cnn,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,Trump’s risky call for protests,"OPINION
Former President Donald Trump knows his base better than anyone. He should understand that his words in the past have been followed by acts of violence by some supporters — ranging from incidents at his campaign rallies to the January 6, 2021, attack on the US Capitol.
That is why it’s deeply alarming that on Saturday, Trump called on his supporters to “Protest, take our nation back” if the Manhattan district attorney, Alvin Bragg, charges him with crimes. In the post on his social media site, Truth Social, Trump said...",534
2023-03-23T06:28:27-07:00,"Show me the man and I’ll show you the crime,",OPINION: TUCKER CARLSON: We knew there was a reason leaders hid the January 6 tapes,Right,https://www.allsides.com/news/2023-03-23-0628/donald-trump-sudden-turn-events-could-derail-trumps-indictment,foxnews,https://www.allsides.com/sites/default/files/GettyImages-1243046361.jpg,The sudden turn of events that could derail Trump's indictment,"OPINION
""Show me the man and I’ll show you the crime,"" was the infamous boast of Joseph Stalin’s ruthless secret police chief, Lavrentiy Beria. His modus operandi was to target any man the Soviet dictator chose and then find or fabricate a crime against him.
Manhattan District Attorney Alvin Bragg has taken a page out of Stalin’s playbook and targeted Donald Trump. Driven by personal and political animus, the DA presumed the former president must be guilty of something. It was just a matter of devoting enough time and resources to...",539
2023-03-23T05:57:54-07:00,"Police in major US cities are preparing for potential unrest in case ex-President Donald Trump is arrested this week as part of a hush-money inquiry. Authorities in New York, Washington DC and Los Angeles are ramping up their law enforcement presence. A Manhattan prosecutor may charge Mr Trump over how he declared a payment to a porn star to keep quiet about an alleged affair.",‘I Hate Him Passionately’: Tucker Carlson Unloads on Trump in Text Messages,Right,https://www.allsides.com/news/2023-03-21-0818/defense-and-security-us-police-forces-alert-ahead-possible-donald-trump-arrest,bbc,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,US police forces on alert ahead of possible Donald Trump arrest,"Police in major US cities are preparing for potential unrest in case ex-President Donald Trump is arrested this week as part of a hush-money inquiry.
Authorities in New York, Washington DC and Los Angeles are ramping up their law enforcement presence.
A Manhattan prosecutor may charge Mr Trump over how he declared a payment to a porn star to keep quiet about an alleged affair.
It would be the first criminal case brought against a former US president.
Steel barricades were being erected on Monday outside the Manhattan Criminal Court,...",541
2022-09-01T07:46:43-07:00,Former President Donald Trump’s legal team claimed Wednesday the FBI should have expected to find “sensitive” documents during the raid on his Florida estate. The acknowledgement was made in a new legal filing that also argued the seized materials from Mar-a-Lago were no “cause for alarm” and said the National Archives and Records Administration should have “simply followed up,OPINION: Tucker Carlson’s spin on January 6 is a lie – I should know. I was there ,Left,https://www.allsides.com/news/2022-09-01-0746/classified-materials-found-mar-lago-no-cause-alarm-trump-lawyers-say,nypost,https://www.allsides.com/sites/default/files/trump-doj-response-574.jpg,"Classified materials found at Mar-a-Lago ‘no cause for alarm,’ Trump lawyers say","Former President Donald Trump’s legal team claimed Wednesday the FBI should have expected to find “sensitive” documents during the raid on his Florida estate.
The acknowledgement was made in a new legal filing that also argued the seized materials from Mar-a-Lago were no “cause for alarm” and said the National Archives and Records Administration should have “simply followed up … in a good faith effort to secure” the more than 100 classified documents found in the raid.
The document filed in the Southern District of Florida ahead of a Thursday hearing on Trump’s appeal...",577
2022-07-20T12:44:42-07:00,"Lawyers for Donald Trump stretched beyond the facts when they argued there’s an open-and-shut case that the Constitution bars impeaching former presidents. That question is not settled, though the weight of legal views contradicts the Trump team’s assertions. Bruce Castor and David Schoen addressed the Senate Tuesday on the first day of Trump’s trial after Democratic",OPINION: The Tucker Carlson Schtick Melts Away,Lean Left,https://www.allsides.com/news/2021-02-10-0909/trump-s-lawyers-and-constitution,apnews,https://www.allsides.com/sites/default/files/800_301.jpeg,Trump’s lawyers and the Constitution,"FACT CHECK
Lawyers for Donald Trump stretched beyond the facts when they argued there’s an open-and-shut case that the Constitution bars impeaching former presidents. That question is not settled, though the weight of legal views contradicts the Trump team’s assertions.
Bruce Castor and David Schoen addressed the Senate Tuesday on the first day of Trump’s trial after Democratic impeachment managers from the House presented the opening of their case for conviction. Trump is accused of inciting the deadly siege on the U.S. Capitol on Jan. 6.
Democrats overcame a procedural hurdle as...",590
2023-03-09T07:59:23-08:00,"Fox News conspiracy theorist Tucker Carlson began airing footage this week of the January 6th insurrection, which House Speaker Kevin McCarthy gifted to him exclusively. And just as I anticipated, the footage was manipulated and selectively edited to fit an extreme MAGA narrative espoused by Carlson, former President Donald Trump and the leaders of the new Republican House",Republicans No Longer Fear Tucker Carlson,Center,https://www.allsides.com/news/2023-03-09-0759/media-industry-tucker-carlson-s-spin-january-6-lie-i-should-know-i-was-there,cnn,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,Tucker Carlson’s spin on January 6 is a lie - I should know. I was there,"OPINION
Fox News conspiracy theorist Tucker Carlson began airing footage this week of the January 6th insurrection, which House Speaker Kevin McCarthy gifted to him exclusively. And just as I anticipated, the footage was manipulated and selectively edited to fit an extreme MAGA narrative espoused by Carlson, former President Donald Trump and the leaders of the new Republican House majority.
Even his own legal team has acknowledged that Carlson doesn’t recite “actual facts” on the topics he discusses on air. And now we have yet another indication that Carlson himself doesn’t...",583
2022-10-06T07:35:54-07:00,"campaign of dissuasion in the form of libel and slander against the Plaintiff,","Fox News' Tucker Carlson is not credible, White House says after Jan. 6 coverage",Center,https://www.allsides.com/news/2022-10-06-0735/justice-shockingly-baseless-legal-experts-mock-bad-faith-unethical-trump,salon,https://www.allsides.com/sites/default/files/donald_trump_1243657138.jpg,"“Shockingly baseless”: Legal experts mock “bad faith, unethical” Trump lawsuit trying to silence CNN","OPINION
Former President Donald Trump on Monday filed a lawsuit accusing CNN of defamation, seeking $475 million in punitive damages.
The 29-page suit, which was filed in the U.S. District Court for the Southern District of Florida, accuses of CNN playing a part in a ""campaign of dissuasion in the form of libel and slander against the Plaintiff,"" that ""escalated"" recently as the TV network ""fears"" Trump will run for president in 2024.
The lawsuit claimed that as part of CNN's effort to ""tilt the political balance to the Left,"" its...",539
2022-08-18T06:40:11-07:00,"The FBI and Department of Homeland Security are warning of an increase in threats to federal law enforcement following the FBI's court-authorized search last week of former President Donald Trump's Florida home. The agencies issued the joint intelligence bulletin on Friday, days after federal agents executed a search warrant at Trump's Mar-a-Lago club and residence in Palm",OPINION: TUCKER CARLSON: We knew there was a reason leaders hid the January 6 tapes,Right,https://www.allsides.com/news/2022-08-18-0640/fbi-homeland-security-warn-about-threats-law-enforcement-after-trump-search,npr,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,"FBI, Homeland Security warn about threats to law enforcement after Trump search","The FBI and Department of Homeland Security are warning of an increase in threats to federal law enforcement following the FBI's court-authorized search last week of former President Donald Trump's Florida home.
The agencies issued the joint intelligence bulletin on Friday, days after federal agents executed a search warrant at Trump's Mar-a-Lago club and residence in Palm Beach, Fla., according to a person familiar with the document.
Trump, his political allies and conservative media have denounced the FBI and the search, even though it was approved by a federal judge....",579
2022-08-11T07:42:09-07:00,"As the late political philosopher Hans Gruber once said, “You ask for miracles — I give you the F-B-I.” There was a time when having one’s home searched by federal law enforcement would trigger talk about the end of somebody’s political career. But it is a testament to what a bizarre moment in American history we are in that it may very well mark the informal launch of a",OPINION: An egregious denial of due process for Jan. 6 protesters,Right,https://www.allsides.com/news/2022-08-11-0742/fbi-has-reestablished-trump-alpha-dog-republican-party,nationalreview,https://www.allsides.com/sites/default/files/donald-trump-nyc.jpg,FBI Has Reestablished Trump as the Alpha Dog in the Republican Party,"OPINION
As the late political philosopher Hans Gruber once said, “You ask for miracles — I give you the F-B-I.”
There was a time when having one’s home searched by federal law enforcement would trigger talk about the end of somebody’s political career. But it is a testament to what a bizarre moment in American history we are in that it may very well mark the informal launch of a presidential candidacy.
Within hours of FBI agents leaving his property, Donald Trump was eager to break the news, issuing a press release stating, “These are...",543
2023-03-20T08:19:03-07:00,"Former President Trump announced over the weekend that he expected to be arrested this coming Tuesday, calling on his supporters to protest the development and &quot;take our nation back.&quot; His office later clarified that Trump didn't have any specific knowledge about the timing of any imminent arrest, claiming that his Truth Social posts were simply &quot;rightfully highlighting his","‘It’s Appalling’: QAnon Shaman’s Lawyer Says DOJ Lied, Withheld Videos Aired By Carlson",Right,https://www.allsides.com/news/2023-03-20-0819/politics-cynical-and-political-looming-prosecution,townhall,https://www.allsides.com/sites/default/files/225c9aa2-3659-424b-acbf-6b3bef2ea573-1052x615.jpg,A Cynical and Political Looming Prosecution,"ANALYSIS
Former President Trump announced over the weekend that he expected to be arrested this coming Tuesday, calling on his supporters to protest the development and ""take our nation back."" His office later clarified that Trump didn't have any specific knowledge about the timing of any imminent arrest, claiming that his Truth Social posts were simply ""rightfully highlighting his innocence and the weaponization of our injustice system."" An indictment is widely expected, however, and former prosecutors I've spoken to tell me the fact pattern playing out strongly suggests that Manhattan District Attorney Alvin...",620
2022-10-06T07:26:47-07:00,"Did Donald Trump miss the news? Under Chris Licht, CNN’s new chairman and CEO, the network is embracing middle-of-the-road newscasting and has parted ways with high-profile staffers who spoke in blunt terms about Trump’s behavior in office.",OPINION: TUCKER CARLSON: We knew there was a reason leaders hid the January 6 tapes,Right,https://www.allsides.com/news/2022-10-06-0726/justice-trump-sued-cnn-defamation-here-s-where-his-case-falls-apart,washingtonpost,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,Trump sued CNN for defamation. Here’s where his case falls apart.,"OPINION
Did Donald Trump miss the news? Under Chris Licht, CNN’s new chairman and CEO, the network is embracing middle-of-the-road newscasting and has parted ways with high-profile staffers who spoke in blunt terms about Trump’s behavior in office.
If the former president is grateful, he’s not showing it. Trump filed suit against CNN on Monday, alleging that it has strived “to defame [Trump] in the minds of its viewers and readers for the purpose of defeating him politically.” This culminated “in CNN claiming credit for ‘[getting] Trump out’ in the 2020...",562
2021-01-07T17:09:40-08:00,President Trump’s efforts to overturn the 2020 presidential election came to a dangerous head on Wednesday when a mob of his supporters stormed the U.S. Capitol following a rally in which Mr. Trump once again falsely claimed widespread voter fraud. The Capitol was placed on lockdown Wednesday afternoon in a scene of unrest seldom witnessed in the history of the United States.,‘I Hate Him Passionately’: Tucker Carlson Unloads on Trump in Text Messages,Right,https://www.allsides.com/news/2021-01-07-0556/how-pro-trump-mob-stormed-us-capitol,nytimes,https://www.allsides.com/sites/default/files/DCMAP-Artboard_1_copy.png,How a Pro-Trump Mob Stormed the U.S. Capitol,"President Trump’s efforts to overturn the 2020 presidential election came to a dangerous head on Wednesday when a mob of his supporters stormed the U.S. Capitol following a rally in which Mr. Trump once again falsely claimed widespread voter fraud.
The Capitol was placed on lockdown Wednesday afternoon in a scene of unrest seldom witnessed in the history of the United States. Hundreds of people barreled past fence barricades and clashed with police officers in an attempt to disrupt the certification of the Electoral College results.
Shouting demonstrators mobbed the...",575
2022-08-29T16:00:17-07:00,"On Friday, the Director of National Intelligence (DNI) Avril Haines informed Congress that her office will lead an “assessment of the potential risk to national security that would result from the disclosure of the relevant documents” that were housed at former President Donald Trump’s residence at Mar-a-Lago.",OPINION: Tucker Carlson’s spin on January 6 is a lie – I should know. I was there ,Left,https://www.allsides.com/news/2022-08-29-1600/why-trump-s-stated-excuse-taking-classified-documents-actually-deeply,slate,https://www.allsides.com/sites/default/files/96535a76-fba5-4cb9-9f40-f10892ba6bad.jpeg,Why Trump’s Stated Excuse for Taking Classified Documents Is Actually Deeply Incriminating,"OPINION
On Friday, the Director of National Intelligence (DNI) Avril Haines informed Congress that her office will lead an “assessment of the potential risk to national security that would result from the disclosure of the relevant documents” that were housed at former President Donald Trump’s residence at Mar-a-Lago. We can already anticipate broad outlines of what such an assessment may find – not in terms of the substantive policy areas and intelligence product that the classified documents cover because that is currently unknown, but in terms of the sources and methods potentially compromised...",606
2022-08-18T06:32:07-07:00,"Sealed records containing evidence the U.S. Justice Department presented to secure court approval to search Donald Trump's Florida home will be at the heart of a hearing on Thursday, when news organizations will try to persuade a federal judge that the public deserves to see the details. The Justice Department has opposed the release of the affidavit containing the evidence,",OPINION: The Tucker Carlson Schtick Melts Away,Lean Left,https://www.allsides.com/news/2022-08-18-0632/fbis-sealed-evidence-led-search-trumps-home-focus-court-hearing,reuters,https://www.allsides.com/sites/default/files/EONASGMS4BK6RLMLXMTGT7BBBE.jpg,FBI's sealed evidence that led to search of Trump's home focus of court hearing,"Sealed records containing evidence the U.S. Justice Department presented to secure court approval to search Donald Trump's Florida home will be at the heart of a hearing on Thursday, when news organizations will try to persuade a federal judge that the public deserves to see the details.
The Justice Department has opposed the release of the affidavit containing the evidence, which gave investigators probable cause to believe crimes were committed at Trump's Palm Beach home.
The search at Trump's Mar-a-Lago resort was part of a federal investigation into whether Trump...",576
2022-10-06T11:09:44-07:00,"The thing about Donald Trump’s “Big Lie” is that it is: 1. big and 2. a lie. Trump has now filed a $475 million lawsuit against CNN, insisting that the news channel stop referring to his lies as “lies.”  That’s High Trumpism: lying about lying while putting your hand out and asking for money. ",Republicans No Longer Fear Tucker Carlson,Center,https://www.allsides.com/news/2022-10-06-0731/justice-big-lie-no-lie-lie,thedispatch,https://www.allsides.com/sites/default/files/allsides-logo-open-graph.png,The ‘Big Lie Is No Lie’ Lie,"The thing about Donald Trump’s “Big Lie” is that it is: 1. big and 2. a lie. Trump has now filed a $475 million lawsuit against CNN, insisting that the news channel stop referring to his lies as “lies.”
That’s High Trumpism: lying about lying while putting your hand out and asking for money.
CNN’s lawyers can rest easy. The lawsuit (which I encourage you to read) is an amateurish dog’s breakfast of cut-and-paste hackwork, a slop pail of whining and whimpering that overlooks the one absolute defense against a...",516
2021-01-14T06:36:07-08:00,"In the wake of the U.S. Capitol riot during a Donald Trump rally, corporate media won’t talk to the protesters or try to understand their point of view. So I did. Why did hundreds of thousands of people from all over the country show up in Washington, D.C., last week to protest the presidential election? What were all those people doing there, and what did they hope to","Fox News' Tucker Carlson is not credible, White House says after Jan. 6 coverage",Center,https://www.allsides.com/news/2021-01-14-0636/we-just-wanted-our-voices-be-heard-capitol-protesters-speak-out,thefederalist,https://www.allsides.com/sites/default/files/Screen%20Shot%202021-01-14%20at%209.35.18%20AM.png,‘We Just Wanted Our Voices To Be Heard.’ Capitol Protesters Speak Out,"ANALYSIS
In the wake of the U.S. Capitol riot during a Donald Trump rally, corporate media won’t talk to the protesters or try to understand their point of view. So I did.
Why did hundreds of thousands of people from all over the country show up in Washington, D.C., last week to protest the presidential election? What were all those people doing there, and what did they hope to accomplish?
The corporate press, Big Tech monopolists, Democrats, and quite a few Republicans and right-of-center media outlets aren’t at all interested in...",539
2020-11-05T12:35:34-08:00,"Amid one of the most logistically challenging and tightly contested elections in years, voters across the country are worried about everything from ballots getting lost to deceptive robocalls that told people to stay home on Election Day. But for many, their greatest fears have less to do with machines or mechanisms than with their fellow Americans.",OPINION: TUCKER CARLSON: We knew there was a reason leaders hid the January 6 tapes,Right,https://www.allsides.com/news/2020-11-04-2008/tight-race-tests-americans-trust-system-and-each-other,csmonitor,https://www.allsides.com/sites/default/files/1104-ELECTION_PENNSYLVANIA_0.jpg,Tight race tests Americans’ trust in system - and each other,"ANALYSIS
Amid one of the most logistically challenging and tightly contested elections in years, voters across the country are worried about everything from ballots getting lost to deceptive robocalls that told people to stay home on Election Day. But for many, their greatest fears have less to do with machines or mechanisms than with their fellow Americans.
“I think that Trump supporters will be more supportive if Biden wins than Biden supporters if Trump wins,” says Tabitha McQuait, standing in a field across from the Goldboro church where dozens of voters...",567
